name,record,height,weight,reach,stance,dob
Diana Belbita,15-8-0,"5' 7""",115 lbs.,"68""",Orthodox,"Jun 26, 1996"
Alan Belcher,18-8-0,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984"
Vitor Belfort,26-14-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977"
Yousri Belgaroui,5-3-0,"6' 5""",185 lbs.,"79""",Orthodox,"Jul 07, 1987"
Rodolfo Bellato,12-2-0,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 05, 1996"
Danilo Belluardo,12-5-0,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994"
Joey Beltran,17-14-0 (1 NC),"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981"
Marco Beltran,8-6-0,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986"
Joseph Benavidez,28-8-0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984"
Mike Bencic,1-2-0,"6' 0""",215 lbs.,--,Orthodox,--
Dave Beneteau,6-5-1,"6' 2""",250 lbs.,--,Orthodox,--
Karla Benitez,14-11-1 (1 NC),"5' 3""",113 lbs.,--,,--
Gabriel Benitez,23-12-0,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988"
Charles Bennett,30-33-2,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979"
Josh Bennett,11-14-0,"6' 4""",259 lbs.,--,Orthodox,--
DeAnna Bennett,8-3-1,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984"
Lance Benoist,7-2-0,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988"
Joe Benoit,11-4-0,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982"
Ryan Benoit,10-8-0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989"
Pat Benson,3-5-3,"5' 9""",155 lbs.,--,,--
Len Bentley,10-6-0,"5' 9""",155 lbs.,--,,"Nov 30, 1982"
Steve Berger,21-23-2 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"May 20, 1973"
Kenneth Bergh,8-0-0 (1 NC),"6' 2""",205 lbs.,"74""",Orthodox,"Jun 26, 1989"
Bret Bergmark,6-1-1,"5' 9""",170 lbs.,--,,"Nov 24, 1973"
Keith Berish,5-1-0 (1 NC),"6' 0""",205 lbs.,--,Orthodox,"Nov 14, 1985"
Dennis Bermudez,17-9-0,"5' 6""",155 lbs.,"66""",Orthodox,"Dec 13, 1986"
Manny Bermudez,14-2-0,"5' 10""",145 lbs.,"71""",Orthodox,"Jul 16, 1994"
Talita Bernardo,6-4-0,"5' 4""",135 lbs.,"68""",Orthodox,"Mar 04, 1987"
Dave Berry,0-1-0,--,--,--,,--
Keith Berry,15-14-1 (1 NC),"6' 1""",185 lbs.,--,,"Oct 25, 1987"
Dieusel Berto,0-3-0,"5' 9""",200 lbs.,--,,--
Edson Berto,17-12-1,"5' 6""",155 lbs.,--,Orthodox,"Jul 05, 1983"
Allen Berube,4-3-0,"5' 8""",155 lbs.,--,Orthodox,"Aug 25, 1974"
Anton Berzin,5-1-0,"6' 2""",205 lbs.,--,Orthodox,"Sep 29, 1989"
Scott Bessac,4-6-0,"6' 4""",245 lbs.,--,,--
Matt Bessette,22-9-0 (1 NC),"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984"
Khadzhi Bestaev,10-4-0,"6' 6""",185 lbs.,"76""",,"Jul 16, 1988"
Fernando Bettega,7-5-0,--,170 lbs.,--,,"Mar 10, 1980"
Arjan Bhullar,9-1-0,"6' 1""",245 lbs.,"75""",Orthodox,"May 13, 1986"
KB Bhullar,8-2-0,"6' 4""",185 lbs.,"78""",Switch,"Oct 12, 1991"
Bibulatov Magomed,14-2-0,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988"
David Bielkheden,24-12-0,"5' 10""",155 lbs.,"71""",Orthodox,"Jun 06, 1979"
Blake Bilder,8-1-1,"5' 8""",145 lbs.,"68""",Switch,"Jul 12, 1990"
Jonas Bilharinho,9-1-1,"5' 11""",145 lbs.,"75""",Switch,"May 22, 1990"
Jeremiah Billington,11-2-0,"5' 9""",205 lbs.,--,Orthodox,"Nov 14, 1977"
Scott Bills,7-9-1,"5' 10""",170 lbs.,--,,--
Anthony Birchak,16-8-0,"5' 8""",135 lbs.,"69""",Orthodox,"May 16, 1986"
Chris Birchler,7-4-0,"6' 3""",205 lbs.,--,Switch,"Jun 05, 1987"
Michael Bisping,30-9-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979"
Amaury Bitetti,5-2-0,"5' 9""",185 lbs.,--,Orthodox,--
Caio Bittencourt,14-7-0,"6' 0""",185 lbs.,"75""",Orthodox,"May 22, 1991"
Davi Bittencourt,14-4-0,"5' 5""",135 lbs.,"65""",Orthodox,"Oct 12, 1994"
Simon Biyong,7-1-0,--,205 lbs.,--,,"Apr 05, 1991"
Jan Blachowicz,29-10-1,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983"
Jason Black,23-4-1,"5' 8""",155 lbs.,--,Orthodox,"Jul 15, 1972"
Brad Blackburn,18-13-1 (1 NC),"5' 10""",170 lbs.,"73""",Orthodox,"May 25, 1977"
Jason Blackford,3-3-0,--,--,--,,--
Tom Blackledge,10-7-0,--,205 lbs.,--,Orthodox,--
Sherrard Blackledge,5-1-0,"5' 11""",155 lbs.,"75""",Orthodox,"Aug 16, 1993"
Da'Mon Blackshear,14-6-1,"5' 10""",135 lbs.,"72""",Switch,"Aug 12, 1994"
Erin Blanchfield,12-1-0,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999"
Maximo Blanco,12-8-1 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983"
David Blanco,2-0-0,"5' 7""",145 lbs.,--,,--
Curtis Blaydes,17-4-0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991"
Tereza Bleda,7-1-0,"5' 9""",125 lbs.,"71""",Orthodox,"Nov 30, 2001"
Arlene Blencowe,9-6-0,"5' 5""",145 lbs.,--,,"Apr 11, 1983"
Byron Bloodworth,6-3-0,"5' 8""",135 lbs.,--,Orthodox,"Aug 16, 1983"
Dashawn Boatwright,3-1-0,"6' 0""",205 lbs.,--,Orthodox,"Feb 29, 1988"
Dan Bobish,17-9-0,"6' 2""",345 lbs.,--,Southpaw,"Jan 26, 1970"
Mark Bocek,12-5-0,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981"
Kyle Bochniak,8-5-0,"5' 7""",145 lbs.,"70""",Orthodox,"Feb 05, 1987"
James Bochnovic,8-3-0,"6' 4""",205 lbs.,"81""",Orthodox,"Feb 13, 1989"
Jeremy Boczulak,0-2-0,--,--,--,,--
Tim Boetsch,21-13-0,"6' 0""",185 lbs.,"74""",Orthodox,"Jan 28, 1981"
Galore Bofando,5-3-0,"5' 11""",170 lbs.,"72""",Switch,"May 22, 1982"
Jay Bogan,6-6-0,--,145 lbs.,--,,--
Roman Bogatov,10-1-0,"5' 8""",155 lbs.,"73""",Orthodox,"Dec 15, 1990"
Derek Bohi,8-5-0,"6' 4""",260 lbs.,--,,--
Jerry Bohlander,11-4-0,"5' 11""",199 lbs.,--,Orthodox,"Feb 12, 1974"
Mandy Bohm,8-2-0 (1 NC),"5' 7""",125 lbs.,"71""",Orthodox,"Jul 30, 1989"
Kotetsu Boku,25-11-2,"5' 9""",154 lbs.,--,Orthodox,"May 27, 1977"
Gaston Bolanos,7-4-0,"5' 7""",135 lbs.,"69""",Orthodox,"Sep 14, 1992"
Kyle Bolt,8-4-0,"6' 2""",185 lbs.,--,,--
Denys Bondar,16-5-0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 27, 1992"
Luc Bondole,5-2-2,"6' 2""",205 lbs.,--,,--
Tony Bonello,16-3-1 (1 NC),"6' 2""",185 lbs.,--,,--
Gabriel Bonfim,15-1-0,"6' 1""",170 lbs.,"72""",Orthodox,"Aug 20, 1997"
Ismael Bonfim,19-4-0,"5' 8""",155 lbs.,"71""",Orthodox,"Dec 28, 1995"
Jesse Bongfeldt,16-5-1,"6' 0""",185 lbs.,--,Orthodox,"Aug 28, 1980"
Marcos Bonilla,4-4-0,"5' 10""",145 lbs.,--,,--
Stephan Bonnar,15-9-0,"6' 4""",205 lbs.,"79""",Orthodox,"Apr 04, 1977"
Rogerio Bontorin,16-4-0 (2 NC),"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992"
Ray Borg,13-5-0,"5' 4""",135 lbs.,"63""",Orthodox,"Aug 04, 1993"
Igor Borisov,1-1-0,"6' 0""",235 lbs.,--,Orthodox,--
Kevin Borjas,9-2-0,"5' 5""",125 lbs.,"68""",Orthodox,"Dec 06, 1997"
Calen Born,7-1-0,"5' 8""",170 lbs.,"72""",Switch,"May 24, 1988"
Caio Borralho,15-1-0 (1 NC),"5' 10""",185 lbs.,"75""",Southpaw,"Jan 16, 1993"
Zachary Borrego,3-1-0,"6' 2""",185 lbs.,"78""",Switch,"Jul 18, 1996"
Viacheslav Borshchev,7-3-1,"5' 11""",155 lbs.,"69""",Orthodox,"Jan 08, 1992"
Tanner Boser,21-10-1,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 02, 1991"
Steve Bosse,12-2-0,"5' 11""",205 lbs.,"72""",Orthodox,"Jul 29, 1981"
Marcus Bossett,1-3-0,"6' 1""",215 lbs.,--,Orthodox,--
Chris Bostick,6-3-0,--,--,--,,--
Poliana Botelho,8-5-0,"5' 8""",125 lbs.,"67""",Orthodox,"Dec 15, 1988"
Francois Botha,0-1-0,"6' 2""",260 lbs.,--,Orthodox,"Sep 28, 1968"
Gregory Bouchelaghem,5-4-0,"6' 2""",183 lbs.,--,Switch,--
Roy Boughton,14-8-0,"6' 0""",205 lbs.,--,,--
Rich Bouphanouvong,1-4-0,"5' 7""",170 lbs.,--,,--
Mike Bourke,10-16-1 (1 NC),"6' 0""",275 lbs.,--,Orthodox,--
Jess Bouscal,3-2-0,--,155 lbs.,--,,--
Tai Bowden,1-1-0,"5' 11""",230 lbs.,--,,--
Melton Bowen,0-1-0,"6' 0""",225 lbs.,--,Orthodox,"Jul 16, 1969"
Kyron Bowen,9-5-0,"6' 3""",185 lbs.,"73""",Orthodox,"Dec 22, 1993"
Brian Bowles,10-3-0,"5' 7""",135 lbs.,"70""",Orthodox,"Jun 22, 1980"
Roger Bowling,12-6-0 (1 NC),"5' 9""",155 lbs.,"68""",Orthodox,"Dec 05, 1982"
Blake Bowman,2-6-0,"6' 2""",170 lbs.,--,,--
Ashe Bowman,9-11-0,"5' 9""",155 lbs.,--,,"Nov 17, 1976"
Anvar Boynazarov,3-1-0,"5' 9""",145 lbs.,--,Orthodox,"Jan 10, 1989"
Colley  Bradford,0-1-0,"5' 7""",145 lbs.,--,,--
Kyle Bradley,19-12-0 (1 NC),"5' 9""",155 lbs.,"71""",Orthodox,"Aug 19, 1982"
Paul Bradley,23-8-0 (2 NC),"5' 9""",170 lbs.,--,Orthodox,"Jun 13, 1983"
Sean Brady,16-1-0,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 23, 1992"
Ebenezer Fontes Braga,13-7-2,"6' 0""",199 lbs.,--,Orthodox,"Apr 14, 1969"
Ramiz Brahimaj,10-4-0,"5' 10""",170 lbs.,"72""",Orthodox,"Nov 17, 1992"
Joe Brammer,7-3-1,"5' 8""",155 lbs.,--,Orthodox,"Aug 23, 1983"
David Branch,22-6-0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 26, 1981"
Diego Brandao,22-11-0,"5' 7""",145 lbs.,"64""",Orthodox,"May 27, 1987"
Bruna Brasil,9-3-1,"5' 6""",115 lbs.,"65""",Orthodox,"Sep 07, 1993"
Michael Bravo,7-4-0,--,155 lbs.,--,,--
Martin Bravo,11-3-0,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993"
Roman Bravo-Young,0-1-0,--,205 lbs.,--,,--
Mike Breeden,11-6-0,"5' 10""",155 lbs.,"70""",Orthodox,"Apr 21, 1989"
Tom Breese,12-3-0,"6' 3""",185 lbs.,"73""",Southpaw,"Sep 26, 1991"
Elves Brener,16-3-0,"5' 10""",155 lbs.,"72""",Orthodox,"Sep 27, 1997"
Chris Brennan,21-13-1,"5' 8""",170 lbs.,--,Orthodox,"Oct 12, 1971"
Charlie Brenneman,19-8-0,"5' 10""",155 lbs.,"70""",Orthodox,"Feb 09, 1981"
Robert Breslin,3-9-0,"5' 11""",155 lbs.,--,,--
Mack Brewer,0-1-0,--,205 lbs.,--,,--
Marcos Brigagao,11-1-0,"6' 3""",205 lbs.,"76""",Southpaw,"Apr 01, 1996"
Jason Brilz,22-6-1,"5' 11""",205 lbs.,"71""",Orthodox,"Jul 07, 1975"
Marcus Brimage,7-7-0,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985"
Aaron Brink,26-26-0 (2 NC),"6' 3""",205 lbs.,--,Orthodox,"Nov 12, 1974"
Henry Briones,16-8-1,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980"
Marcelo Brito,13-8-0,"6' 1""",170 lbs.,--,Orthodox,"Nov 27, 1977"
Joanderson Brito,16-3-1,"5' 8""",145 lbs.,"72""",Orthodox,"Feb 11, 1995"
Kaik Brito,16-5-0,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 26, 1997"
Antwain Britt,11-6-0,"6' 1""",205 lbs.,"77""",,"May 09, 1978"
Drew Brokenshire,16-6-0,--,--,--,,--
Mike Bronzoulis,18-9-1,"6' 0""",155 lbs.,--,,"Jan 05, 1979"
Jonathan Brookins,16-10-0,"6' 0""",145 lbs.,"74""",Southpaw,"Aug 13, 1985"
Will Brooks,18-4-0,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986"
Jarred Brooks,13-2-0,"5' 3""",125 lbs.,"62""",Switch,"May 02, 1993"
Rob Broughton,16-7-1,"6' 2""",265 lbs.,"74""",Orthodox,"Mar 03, 1983"
Lee Brousseau,5-3-0,"6' 1""",205 lbs.,--,,"Oct 04, 1974"
Matt Brown,26-19-0,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981"
Mike Brown,26-9-0,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975"
Dominic Brown,16-23-0,"5' 11""",190 lbs.,--,,"Jun 04, 1982"
Todd Brown,16-4-0 (1 NC),"5' 11""",205 lbs.,--,Orthodox,"Dec 13, 1976"
Terrell Brown,3-1-0,--,185 lbs.,--,,"Apr 13, 1983"
Chris Brown,10-1-0,--,170 lbs.,--,,--
Frederick Brown,3-2-0,"6' 0""",235 lbs.,--,,--
Randy Brown,17-5-0,"6' 3""",170 lbs.,"78""",Orthodox,"Jul 08, 1990"
Damien Brown,17-12-0,"5' 10""",155 lbs.,"68""",Orthodox,"Dec 25, 1984"
TJ Brown,17-11-0,"5' 9""",145 lbs.,"72""",Switch,"May 22, 1990"
Humberto Brown Morrison,4-6-0,"5' 10""",145 lbs.,--,,"Nov 03, 1984"
Travis Browne,18-7-1,"6' 6""",255 lbs.,"79""",Orthodox,"Jul 17, 1982"
Junie Browning,5-6-0,"5' 9""",155 lbs.,--,Orthodox,"May 12, 1984"
Jules Bruchez,1-2-0,"6' 0""",205 lbs.,--,Southpaw,"Aug 16, 1977"
Justin Bruckmann,7-3-0,"5' 9""",170 lbs.,--,Orthodox,--
Cody Brundage,10-5-0,"6' 0""",185 lbs.,"72""",Orthodox,"May 16, 1994"
Steve Bruno,15-6-0,"5' 10""",170 lbs.,--,Orthodox,"Nov 03, 1981"
Fernando Bruno,15-4-0,"5' 6""",145 lbs.,--,,"Feb 24, 1982"
Derek Brunson,23-9-0,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984"
Josh Bryant,15-4-0,"5' 10""",185 lbs.,--,Orthodox,"Apr 23, 1980"
Dennis Bryant,5-2-0,"6' 0""",205 lbs.,--,Orthodox,"Oct 18, 1985"
Robert Bryczek,17-5-0,--,185 lbs.,--,,"Jul 04, 1990"
Lukasz Brzeski,8-4-1 (1 NC),"6' 4""",236 lbs.,"78""",Orthodox,"May 17, 1992"
Justin Buchholz,15-10-0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983"
Zak Bucia,17-8-0,"5' 10""",170 lbs.,--,,--
Courtney Buck,12-11-0,"5' 10""",135 lbs.,--,Orthodox,"Mar 19, 1982"
Joaquin Buckley,17-6-0,"5' 10""",170 lbs.,"76""",Southpaw,"Apr 27, 1994"
Martin Buday,13-2-0,"6' 4""",265 lbs.,"77""",Orthodox,"Nov 11, 1991"
Julia Budd,10-2-0,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983"
Dylan Budka,7-2-0,"6' 0""",185 lbs.,"75""",Switch,"Jan 14, 2000"
Mike Budnik,13-4-0,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974"
Francisco Bueno,5-2-0,"5' 9""",225 lbs.,--,Orthodox,--
Mayra Bueno Silva,10-3-1 (1 NC),"5' 6""",135 lbs.,"66""",Orthodox,"Aug 22, 1991"
Paul Buentello,35-17-0,"6' 2""",245 lbs.,"77""",Orthodox,"Jan 16, 1974"
Modestas Bukauskas,15-6-0,"6' 3""",205 lbs.,"78""",Switch,"Feb 10, 1994"
Lee Kwan Bum,0-1-0,"6' 2""",286 lbs.,--,Orthodox,--
Josh Bumgarner,6-4-0,"6' 1""",170 lbs.,--,,--
Shawn Bunch,7-3-0,"5' 5""",135 lbs.,--,,"Mar 19, 1983"
Felipe Bunes,13-7-0,"5' 7""",125 lbs.,"69""",Orthodox,"Oct 29, 1989"
Shane Burgos,15-3-0,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991"
Joshua Burkman,28-16-0 (1 NC),"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980"
Justin Burlinson,6-1-0,"6' 1""",170 lbs.,"74""",Switch,"May 19, 1997"
Mads Burnell,9-3-0,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994"
Mikey Burnett,5-2-0,"5' 6""",170 lbs.,--,Orthodox,"Apr 12, 1974"
Kevin Burns,12-7-0,"5' 10""",170 lbs.,"74""",Orthodox,"Mar 03, 1980"
Gilbert Burns,22-6-0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986"
Josh Burns,8-10-0,"6' 1""",244 lbs.,--,,"May 15, 1978"
Herbert Burns,11-4-0,"5' 9""",145 lbs.,"73""",Orthodox,"Feb 02, 1988"
Derrick Burnsed,1-0-3,--,155 lbs.,--,,--
Nah-Shon Burrell,15-7-0 (1 NC),"5' 11""",170 lbs.,--,Orthodox,"Feb 05, 1990"
Martin Buschkamp,9-0-0 (1 NC),"5' 9""",145 lbs.,--,Orthodox,"Jan 06, 1991"
George Bush,5-2-0,"6' 1""",205 lbs.,--,,--
Bubba Bush,8-3-0 (1 NC),"6' 0""",185 lbs.,--,Orthodox,"Jul 24, 1985"
Dakota Bush,8-4-0,"5' 10""",155 lbs.,"73""",Orthodox,"Jun 09, 1994"
Murilo Bustamante,15-8-1,"6' 2""",183 lbs.,--,Orthodox,"Jul 30, 1966"
Nick Bustamante,5-3-0,"5' 9""",170 lbs.,--,,--
Eduardo Bustillos,5-3-0,"5' 8""",135 lbs.,--,,"Jun 02, 1987"
Jason Butcher,10-2-0,"6' 3""",185 lbs.,--,,"Oct 23, 1984"
Todd Butler,1-4-0,"6' 1""",200 lbs.,--,Southpaw,--
Goldman Butler,1-4-0,--,--,--,,--
Ian Butler,3-3-0 (1 NC),"5' 8""",155 lbs.,--,,--
Raphael Butler,9-2-1,"6' 3""",261 lbs.,--,,"Jan 04, 1984"
Jesse Butler,12-5-0,"5' 10""",145 lbs.,"73""",Orthodox,"May 24, 1992"
JP Buys,9-6-0,"5' 5""",135 lbs.,"67""",Orthodox,"Apr 30, 1996"
Dennis Buzukja,8-4-0,"5' 9""",145 lbs.,"70""",Switch,"Oct 01, 1997"
Charles Byrd,10-7-0,"5' 10""",185 lbs.,"73""",Orthodox,"Oct 11, 1983"
Steve Byrnes,6-1-0,"6' 0""",170 lbs.,--,Orthodox,--
Michael Byrnes,5-3-0,"5' 11""",155 lbs.,--,,"Jul 17, 1990"
Yan Cabral,13-3-0,"5' 11""",155 lbs.,"73""",Orthodox,"May 13, 1983"
Alvin Cacdac,18-13-0,"5' 6""",125 lbs.,--,Orthodox,--
Alex Caceres,21-14-0 (1 NC),"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988"
Vince Cachero,7-4-0,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 07, 1989"
Priscila Cachoeira,12-6-0,"5' 7""",125 lbs.,"65""",Orthodox,"Aug 19, 1988"
Travis Calanoc,5-1-0,"5' 8""",145 lbs.,--,Orthodox,--
Ricky Calatayud,16-2-0,"5' 9""",125 lbs.,--,,"Oct 10, 1982"
Darrion Caldwell,10-1-0,"5' 10""",135 lbs.,--,,"Dec 19, 1987"
Taylor Callens,6-0-0,"5' 10""",155 lbs.,--,,"May 21, 1991"
Cynthia Calvillo,9-6-1,"5' 4""",115 lbs.,"64""",Orthodox,"Jul 13, 1987"
Joe Camacho,13-19-3,"5' 9""",155 lbs.,--,Orthodox,"Mar 10, 1972"
Frank Camacho,22-10-0,"5' 10""",155 lbs.,"73""",Orthodox,"May 18, 1989"
Fabricio Camoes,14-9-1,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 23, 1978"
Chris Camozzi,24-13-0,"6' 2""",185 lbs.,"75""",Orthodox,"Nov 20, 1986"
Brian Camozzi,7-5-0,"6' 2""",170 lbs.,"78""",Orthodox,"Jun 24, 1991"
Ricky Camp,11-4-0,"5' 7""",135 lbs.,--,,--
Mike Campbell,13-4-0,"5' 9""",155 lbs.,--,Southpaw,--
Thomas Campbell,3-3-0,--,--,--,,--
Shane Campbell,14-6-0,"6' 0""",155 lbs.,"71""",Orthodox,"Jan 21, 1987"
Charlie Campbell,8-2-0,"6' 0""",155 lbs.,"72""",Orthodox,"Jul 03, 1995"
John Campetella,0-1-0,"5' 9""",235 lbs.,--,Orthodox,--
Wagner Campos,12-10-0,"5' 6""",145 lbs.,--,Southpaw,"Jul 31, 1981"
Derek Campos,19-6-0,"5' 9""",155 lbs.,--,,"Apr 01, 1988"
Will Campuzano,14-6-0,"5' 9""",125 lbs.,"70""",Orthodox,"May 27, 1986"
Aleksa Camur,6-3-0,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 25, 1995"
Chico Camus,17-7-0 (1 NC),"5' 6""",125 lbs.,"66""",Orthodox,"Jan 26, 1985"
Asbel Cancio,0-1-0,"5' 10""",225 lbs.,--,,--
Carlos Candelario,8-3-0,"5' 8""",125 lbs.,"68""",Southpaw,"Jun 04, 1991"
Ronaldo Candido,6-0-0,"5' 6""",125 lbs.,--,Southpaw,"Apr 24, 1989"
Luiz Cane,17-7-0 (1 NC),"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981"
Guido Cannetti,10-8-0,"5' 6""",135 lbs.,"68""",Southpaw,"Dec 19, 1979"
Jared Cannonier,17-6-0,"5' 11""",185 lbs.,"77""",Switch,"Mar 16, 1984"
Jose Canseco,0-1-0,"6' 4""",240 lbs.,--,Orthodox,"Jul 02, 1964"
Cody Canterbury,1-10-0,"5' 8""",155 lbs.,--,,--
Bo Cantrell,10-10-0,"6' 2""",235 lbs.,--,Orthodox,"Feb 08, 1969"
Steve Cantwell,7-6-0,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 08, 1986"
Paul Capaldo,6-0-0,"5' 7""",135 lbs.,--,,"Dec 27, 1996"
Phil Caracappa,6-1-0,"5' 8""",135 lbs.,"70""",Orthodox,"Jun 05, 1992"
Frank Caracci,2-3-0,--,--,--,,--
Gina Carano,7-1-0,"5' 8""",145 lbs.,--,Orthodox,"Apr 16, 1982"
Dos Caras Jr.,9-5-0,"6' 4""",225 lbs.,--,Orthodox,"May 25, 1977"
Bryan Caraway,21-9-0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 04, 1984"
Remo Cardarelli,7-5-0,--,135 lbs.,--,,--
Phil Cardella,8-5-0,"5' 11""",155 lbs.,--,,"Jul 09, 1976"
Edgar Cardenas,4-1-0,--,145 lbs.,--,,--
Chris Cariaso,17-8-0,"5' 3""",125 lbs.,"64""",Southpaw,"May 27, 1981"
Ronald Carillo,4-2-0,--,125 lbs.,--,,--
Rafael Carino,2-1-1,"6' 8""",245 lbs.,--,Orthodox,--
Don Carlo-Clauss,10-7-0,--,170 lbs.,--,,--
Antonio Carlos Junior,11-5-0 (1 NC),"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990"
Spike Carlyle,9-3-0,"5' 8""",145 lbs.,"71""",Switch,"May 06, 1993"
Francis Carmont,25-12-0,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 11, 1981"
Liz Carmouche,13-7-0,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984"
Roan Carneiro,21-11-0,"5' 11""",170 lbs.,"76""",Orthodox,"Jun 02, 1978"
Ariane Carnelossi,14-3-0,"5' 2""",115 lbs.,"61""",Orthodox,"Nov 17, 1992"
Luana Carolina,9-4-0,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 11, 1993"
Tim Caron,7-1-0 (1 NC),"6' 1""",185 lbs.,--,Orthodox,"Jul 24, 1987"
Clayton Carpenter,7-0-0,"5' 6""",125 lbs.,"66""",Orthodox,"Jun 09, 1996"
Gabriel Carrasco,7-0-0,"5' 6""",135 lbs.,--,,--
Cody Carrillo,11-16-0,"5' 10""",155 lbs.,--,,--
Cain Carrizosa,10-3-0,"5' 8""",155 lbs.,--,Orthodox,"Jul 22, 1986"
Roger Carroll,16-14-0,"5' 10""",170 lbs.,--,,--
Jonny Carson,11-7-0,"5' 10""",155 lbs.,--,,--
Scott Carson,4-2-0,"6' 2""",215 lbs.,--,,--
Shonie Carter,51-31-7 (1 NC),"5' 10""",170 lbs.,--,Southpaw,"May 03, 1972"
Jack Cartwright,10-1-0,"5' 9""",135 lbs.,"68""",Orthodox,"May 26, 1994"
Bruno Carvalho,10-5-0,"5' 8""",154 lbs.,--,,"Jun 07, 1982"
Antonio Carvalho,15-6-0,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1979"
Rafael Carvalho,14-1-0,"6' 3""",185 lbs.,--,,"Jul 27, 1986"
Shane Carwin,12-2-0,"6' 2""",265 lbs.,"80""",Orthodox,"Jan 04, 1975"
Johnny Case,22-6-0,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989"
Kevin Casey,9-5-2 (2 NC),"5' 11""",185 lbs.,"77""",Southpaw,"Jun 15, 1981"
Cortney Casey,10-10-0,"5' 7""",125 lbs.,"67""",Orthodox,"May 05, 1987"
Brandon Cash,10-4-0,"6' 5""",255 lbs.,--,Orthodox,--
Bendy Casimir,20-14-2,"5' 5""",145 lbs.,--,Southpaw,"Jun 10, 1980"
Dwayne Cason,1-1-0,"5' 10""",212 lbs.,--,Orthodox,--
Joe Cason,9-1-0,"6' 3""",205 lbs.,--,,"Jan 19, 1988"
John Castaneda,21-6-0,"5' 6""",135 lbs.,"71""",Switch,"Dec 18, 1991"
Eric Castile,3-2-0,"5' 8""",145 lbs.,--,,--
Gil Castillo,8-5-0,"5' 9""",170 lbs.,--,Southpaw,"Oct 21, 1965"
Danny Castillo,17-10-0,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 25, 1979"
Raul Castillo,7-1-0,"5' 11""",185 lbs.,--,Orthodox,--
Jenna Castillo,1-0-0,"5' 2""",125 lbs.,--,,"May 05, 1982"
